iter	Logloss
350	0.3850504248
351	0.3849311525
352	0.3847420549
353	0.384632178
354	0.3843811399
355	0.3842822348
356	0.3841760947
357	0.3840663525
358	0.384024372
359	0.3839247352
360	0.3838008432
361	0.3837010726
362	0.3835750731
363	0.3834360406
364	0.3833448451
365	0.3831493357
366	0.3829954893
367	0.3828074646
368	0.3827067948
369	0.3825920462
370	0.3824723366
371	0.3823561487
372	0.3822952642
373	0.3821908786
374	0.3821219639
375	0.3819736248
376	0.3819151566
377	0.3817969359
378	0.3816948777
379	0.3815658465
380	0.3813466568
381	0.3812602308
382	0.381142941
383	0.3810293259
384	0.3809372615
385	0.3808353205
386	0.3807573008
387	0.3806410465
388	0.3804945523
389	0.3804174713
390	0.3803484071
391	0.380259295
392	0.3801833151
393	0.3800319615
394	0.3798665058
395	0.3797484696
396	0.379570421
397	0.3794754619
398	0.3793375377
399	0.3792561682
400	0.3791764269
401	0.3790971478
402	0.3790097344
403	0.3788736719
404	0.3787373149
405	0.3786289801
406	0.378430404
407	0.3783170303
408	0.3781990411
409	0.3780794619
410	0.3780120094
411	0.3779274861
412	0.3777205538
413	0.3775906111
414	0.3774826426
415	0.3773886227
416	0.3773120905
417	0.3771785156
418	0.3770906315
419	0.3769687819
420	0.3768248277
421	0.3767410011
422	0.3766323366
423	0.3764867626
424	0.3763291382
425	0.3761931548
426	0.3761067699
427	0.3759992671
428	0.375880878
429	0.3758000611
430	0.3756696783
431	0.3755846832
432	0.3754462715
433	0.3752655636
434	0.3751210179
435	0.3750559854
436	0.3749952426
437	0.3748354338
438	0.374712591
439	0.3746466164
440	0.3745736924
441	0.3744977383
442	0.3744071085
443	0.374235637
444	0.3741020267
445	0.3740134241
446	0.3739353992
447	0.3738027379
448	0.3736753889
449	0.3736115756
450	0.3734526349
451	0.3733900679
452	0.3733234222
453	0.3732264165
454	0.3731163679
455	0.3730522427
456	0.3729648937
457	0.3728534524
458	0.3727561175
459	0.3726332128
460	0.3725643399
461	0.3724513759
462	0.3723343129
463	0.3722424835
464	0.3721747387
465	0.3720910618
466	0.3718926992
467	0.3718081054
468	0.3717305109
469	0.3716162073
470	0.3714427243
471	0.3713085732
472	0.3711388334
473	0.3710682556
474	0.3709729195
475	0.3707974425
476	0.3706771496
477	0.370550794
478	0.3704455148
479	0.370311079
480	0.3701856082
481	0.3701277261
482	0.370046489
483	0.3699431157
484	0.369862512
485	0.3697416852
486	0.3695447972
487	0.3694964223
488	0.3693554646
489	0.369266651
490	0.3691721686
491	0.369062422
492	0.3689600634
493	0.368839504
494	0.3687461747
495	0.3685802116
496	0.3685126472
497	0.3684089898
498	0.3682656336
499	0.3681812692
500	0.3680971334
501	0.3680085137
502	0.3679483163
503	0.3677996567
504	0.3676708013
505	0.3675931976
506	0.3674991106
507	0.3674239241
508	0.3673270543
509	0.3672432486
510	0.3671637572
511	0.3670712261
512	0.3668574073
513	0.3668087239
514	0.3667672446
515	0.3666562973
516	0.3665400267
517	0.3664462247
518	0.3663909185
519	0.3662717367
520	0.3662041998
521	0.3660907559
522	0.3659796588
523	0.3658523969
524	0.3657739068
525	0.3657255899
526	0.3656108427
527	0.3655012432
528	0.3653852325
529	0.3653564692
530	0.3652564477
531	0.3652155207
532	0.3651679089
533	0.3650613917
534	0.3649471357
535	0.3648425419
536	0.3647360731
537	0.3646282188
538	0.3644894945
539	0.364407677
540	0.3642517377
541	0.3641065412
542	0.3640484639
543	0.3638893142
544	0.3638165731
545	0.3637294947
546	0.363586073
547	0.3635274107
548	0.3634530131
549	0.3633682867
550	0.3632580971
551	0.3631215708
552	0.362994595
553	0.3629713801
554	0.3628107988
555	0.3627759954
556	0.3626706757
557	0.3625076109
558	0.3624483609
559	0.362350806
560	0.3622006572
561	0.3620661328
562	0.3619205129
563	0.3618719016
564	0.3617485741
565	0.3616312246
566	0.3615078448
567	0.361396375
568	0.3613099308
569	0.3612204779
570	0.3611077927
571	0.3609854204
572	0.3607914389
573	0.3607087674
574	0.3606533409
575	0.36054628
576	0.360436218
577	0.3603520348
578	0.3602613897
579	0.3601609
580	0.3600928412
581	0.3599929352
582	0.3599652515
583	0.3598672447
584	0.3597228901
585	0.3596713391
586	0.3595492886
587	0.3593961559
588	0.3593316619
589	0.3592276573
590	0.3591471276
591	0.3590770024
592	0.3589781336
593	0.3589084096
594	0.358863149
595	0.3587204686
596	0.3585299952
597	0.3584118786
598	0.3582191089
599	0.3580645695
600	0.3579693597
601	0.3578826117
602	0.357833518
603	0.3577885944
604	0.3577361289
605	0.3576370545
606	0.3575700042
607	0.3574917485
608	0.3573543534
609	0.3572545489
610	0.3571151408
611	0.356981468
612	0.3568633237
613	0.3566606067
614	0.3565803159
615	0.3564544453
616	0.3563665827
617	0.3562474789
618	0.3561597305
619	0.3560207365
620	0.3559538405
621	0.3558614578
622	0.355806576
623	0.3556227049
624	0.3555678657
625	0.3554715866
626	0.355437821
627	0.3553713669
628	0.3552995794
629	0.35520329
630	0.3550410994
631	0.3549502642
632	0.3547957362
633	0.3546084392
634	0.3543544906
635	0.3542460613
636	0.3541702977
637	0.3540831278
638	0.353993498
639	0.3539147778
640	0.3538127765
641	0.3537503557
642	0.3536317668
643	0.3535181915
644	0.3534246823
645	0.3532613038
646	0.3531738151
647	0.3531228811
648	0.3529908103
649	0.3529101222
650	0.352845668
651	0.3527797894
652	0.3526014881
653	0.3524586711
654	0.352399494
655	0.3522576946
656	0.3521613699
657	0.352071194
658	0.3519726015
659	0.3519314838
660	0.3518612515
661	0.3517737594
662	0.3517106274
663	0.351578931
664	0.3514150894
665	0.3513172011
666	0.3512400697
667	0.3511287225
668	0.3510155388
669	0.3509216241
670	0.350793275
671	0.350690359
672	0.3506012308
673	0.3503797923
674	0.350272957
675	0.3502167538
676	0.3501241857
677	0.3498914847
678	0.3498315221
679	0.3497691474
680	0.3495939806
681	0.3495076336
682	0.3493695519
683	0.3493119558
684	0.3491895334
685	0.3491070849
686	0.3489515908
687	0.3488649022
688	0.3488125114
689	0.3487022937
690	0.3485772057
691	0.3484096945
692	0.3483542669
693	0.3482782424
694	0.3481874651
695	0.3480620569
696	0.3480193361
697	0.347913207
698	0.347799567
699	0.347736365
700	0.3476538661
701	0.3475957415
702	0.3475568876
703	0.3474641919
704	0.3473175127
705	0.3472815169
706	0.3472123894
707	0.3471847913
708	0.347111038
709	0.3469788894
710	0.346892467
711	0.3468007862
712	0.34672057
713	0.346669132
714	0.3465922892
715	0.3464864131
716	0.3463590572
717	0.346302687
718	0.3462644006
719	0.3462165223
720	0.3460283366
721	0.34595805
722	0.3459028814
723	0.3457424038
724	0.3456202715
725	0.3454161828
726	0.3453294966
727	0.3452325807
728	0.3450939754
729	0.3449825605
730	0.3448765988
731	0.3448198238
732	0.3447313674
733	0.3446937739
734	0.3446298268
735	0.3445386866
736	0.3444434882
737	0.3443432759
738	0.3442430507
739	0.3441418167
740	0.3440731351
741	0.3439046087
742	0.3437898448
743	0.3436780696
744	0.3435764321
745	0.3435307994
746	0.3434473031
747	0.3432995928
748	0.3431919012
749	0.3430975582
750	0.3430508617
751	0.3430017521
752	0.3428583436
753	0.342760738
754	0.342671802
755	0.3425263741
756	0.3423752445
757	0.3423294005
758	0.3422323616
759	0.3421212915
760	0.3420707377
761	0.3419986615
762	0.3419370165
763	0.3418626234
764	0.3417569623
765	0.3417346994
766	0.3416405938
767	0.3414877329
768	0.3414580721
769	0.3413191892
770	0.3412459529
771	0.3411879322
772	0.34110925
773	0.341070367
774	0.3410284871
775	0.340965572
776	0.3408912845
777	0.3408288247
778	0.3406933928
779	0.340561019
780	0.3404286113
781	0.3403523624
782	0.3403049683
783	0.3402108542
784	0.3400148775
785	0.3398604996
786	0.3398124231
787	0.3396490308
788	0.3395994473
789	0.3394642162
790	0.3392888373
791	0.3392030218
792	0.3391666264
793	0.339110738
794	0.339037574
795	0.3389434518
796	0.3388648187
797	0.3387662948
798	0.338686825
799	0.3386470659
